,chunk,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Book,TopEmotion1,TopEmotion2,TopEmotion3,Filename_x,Query,Filename_y,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Most Similar Book,2nd Most Similar Book,3rd Most Similar Book,book_updated
67,8,0.10351966873706005,0.19875776397515527,0.06314699792960662,0.16045548654244307,0.09782608695652174,0.11180124223602485,0.07556935817805382,0.18892339544513456,0.44669603524229073,0.5533039647577093,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
68,9,0.11666666666666667,0.18333333333333332,0.06944444444444445,0.17444444444444446,0.09277777777777778,0.12777777777777777,0.07944444444444444,0.15611111111111112,0.4862710363153233,0.5137289636846767,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
69,10,0.1099290780141844,0.15425531914893617,0.05555555555555555,0.1690307328605201,0.10933806146572105,0.11465721040189125,0.09042553191489362,0.19680851063829788,0.43137254901960786,0.5686274509803921,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
70,11,0.11670616113744076,0.1623222748815166,0.09419431279620853,0.15758293838862558,0.08530805687203792,0.1338862559241706,0.08767772511848342,0.1623222748815166,0.5053974484789009,0.4946025515210991,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
71,12,0.11572535991140642,0.18549280177187155,0.08139534883720931,0.1638981173864895,0.08859357696567,0.12790697674418605,0.08693244739756367,0.15005537098560354,0.49290060851926976,0.5070993914807302,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
72,13,0.10017074558907228,0.15594763801935116,0.07797381900967558,0.17928286852589642,0.1041548093340922,0.12293682413204325,0.07285145133750712,0.186681844052362,0.4669223394055609,0.5330776605944392,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
73,14,0.10764430577223089,0.16120644825793032,0.07020280811232449,0.1684867394695788,0.11440457618304732,0.12168486739469579,0.08320332813312532,0.1731669266770671,0.45721694036300775,0.5427830596369922,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
74,15,0.09435951502372167,0.17501317870321562,0.08697944122298366,0.14285714285714285,0.11860832894043226,0.11333684765419083,0.08065366367949393,0.1881918819188192,0.43669724770642204,0.563302752293578,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
75,16,0.10145808019441069,0.1743620899149453,0.07351154313487242,0.1336573511543135,0.12393681652490887,0.10085054678007291,0.0850546780072904,0.20716889428918592,0.4090909090909091,0.5909090909090909,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
76,17,0.09220580743759552,0.16556291390728478,0.0815078960774325,0.15690269994905756,0.11360163015792155,0.1334691798267957,0.0748853795211411,0.18186449312277128,0.43967828418230565,0.5603217158176944,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
77,18,0.1029980657640232,0.16779497098646035,0.059477756286266927,0.17359767891682784,0.10154738878143134,0.12620889748549324,0.08558994197292069,0.1827852998065764,0.44483671668137686,0.5551632833186231,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
78,19,0.08968377397615344,0.1871435977190254,0.06531881804043546,0.168481078278901,0.1088646967340591,0.14204250907205807,0.0736132711249352,0.16485225505443235,0.4720992028343667,0.5279007971656333,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
79,20,0.11749842072015161,0.16677195198989261,0.06190777005685408,0.1572962728995578,0.09917877447883765,0.12823752368919772,0.07201516108654453,0.19709412507896398,0.44961977186311786,0.5503802281368821,"Moby Dick_ Or, The Whale by Herman Melville",trust,anticipation,fear,Moby Dick Or The Whale by Herman Melville,"Moby Dick_ Or, The Whale by Herman Melville","Moby Dick_ Or, The Whale by Herman Melville.txt","{'type': 'OTHER', 'identifier': 'PRNC:32101020985469'}",Moby Dick,Herman Melville,1902,http://books.google.com/books/content?id=d4VNAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,492,3,,https://play.google.com/store/books/details?id=d4VNAAAAYAAJ&rdid=book-d4VNAAAAYAAJ&rdot=1&source=gbs_api,,,The Scarlet Letter,"Frankenstein, or, The Modern Prometheus",Pride and Prejudice,Moby Dick
80,1,0.06060606060606061,0.15151515151515152,0.06060606060606061,0.13636363636363635,0.12121212121212122,0.16666666666666666,0.045454545454545456,0.25757575757575757,0.3953488372093023,0.6046511627906976,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
81,2,0.10810810810810811,0.08108108108108109,0.0945945945945946,0.17567567567567569,0.10810810810810811,0.16216216216216217,0.05405405405405406,0.21621621621621623,0.4897959183673469,0.5102040816326531,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
82,3,0.06153846153846154,0.16923076923076924,0.07692307692307693,0.09230769230769231,0.12307692307692308,0.1076923076923077,0.09230769230769231,0.27692307692307694,0.34782608695652173,0.6521739130434783,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
83,4,0.029850746268656716,0.208955223880597,0.08955223880597014,0.04477611940298507,0.208955223880597,0.07462686567164178,0.08955223880597014,0.2537313432835821,0.3111111111111111,0.6888888888888889,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
84,5,0.04597701149425287,0.16091954022988506,0.08045977011494253,0.05747126436781609,0.21839080459770116,0.13793103448275862,0.034482758620689655,0.26436781609195403,0.32653061224489793,0.673469387755102,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
85,6,0.12631578947368421,0.17894736842105263,0.10526315789473684,0.1368421052631579,0.11578947368421053,0.1368421052631579,0.06315789473684211,0.1368421052631579,0.4807692307692308,0.5192307692307693,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
86,7,0.07142857142857142,0.21428571428571427,0.014285714285714285,0.07142857142857142,0.17142857142857143,0.04285714285714286,0.12857142857142856,0.2857142857142857,0.325,0.675,A Modest Proposal by Jonathan Swift,trust,anticipation,joy,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift,A Modest Proposal by Jonathan Swift.txt,"{'type': 'ISBN_13', 'identifier': '9783736800762'}",A Modest Proposal,Jonathan Swift,2018-10-16,http://books.google.com/books/content?id=G1RoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,15,,"A Modest Proposal is a satirical essay written and published by Jonathan Swift. Swift suggests that the impoverished Irish might ease their economic troubles by selling their children as food for rich gentlemen and ladies. This satirical hyperbole mocks heartless attitudes towards the poor, as well as Irish policy in general. In English writing, the phrase ""a modest proposal"" is now conventionally an allusion to this style of straight-faced satire. Swift goes to great lengths to support his argument, including a list of possible preparation styles for the children, and calculations showing the financial benefits of his suggestion. He uses methods of argument throughout his essay which lampoon the then-influential William Petty and the social engineering popular among followers of Francis Bacon. These lampoons include appealing to the authority of ""a very knowing American of my acquaintance in London"" and ""the famous Psalmanazar, a native of the island Formosa."" This essay is widely held to be one of the greatest examples of sustained irony in the history of the English language. Much of its shock value derives from the fact that the first portion of the essay describes the plight of starving beggars in Ireland, so that the reader is unprepared for the surprise of Swift's solution when he states, ""A young healthy child well nursed, is, at a year old, a most delicious nourishing and wholesome food, whether stewed, roasted, baked, or boiled; and I make no doubt that it will equally serve in a fricassee, or a ragout."" Readers unacquainted with its reputation as a satirical work often do not immediately realize that Swift was not seriously proposing cannibalism and infanticide. The satirical element of the pamphlet is often only understood after the reader notes the allusions made by Swift to the attitudes of landlords, such as the following: ""I grant this food may be somewhat dear, and therefore very proper for Landlords, who as they have already devoured most of the Parents, seem to have the best Title to the Children."" Swift extends the conceit to get in a few jibes at England's mistreatment of Ireland, noting that ""For this kind of commodity will not bear exportation, and flesh being of too tender a consistence, to admit a long continuance in salt, although perhaps I could name a country, which would be glad to eat up our whole nation without it.""",https://play.google.com/store/books/details?id=G1RoAwAAQBAJ&rdid=book-G1RoAwAAQBAJ&rdot=1&source=gbs_api,0.99,USD,Pride and Prejudice,The Scarlet Letter,Moby Dick,A Modest Proposal
